N.;Prioridad;Fecha;Ensayo;Estatus
4103;yellow;2013-10-10;IT-532;pipeta_check
4104;yellow;2013-10-11;IT-532;pipeta_check
4105;yellow;2013-10-11;IT-532;pipeta_check
4106;yellow;2013-10-11;IT-532;pipeta_check
4107;yellow;2013-10-11;IT-532;pipeta_check
4108;yellow;2013-10-11;IT-532;pipeta_check
4109;yellow;2013-10-11;IT-532;pipeta_check
4110;yellow;2013-10-11;IT-532;pipeta_check
4111;yellow;2013-10-11;IT-532;pipeta_check
4112;yellow;2013-10-11;IT-532;pipeta_check
4113;yellow;2013-10-11;IT-532;pipeta_check
4114;yellow;2013-10-11;IT-532;pipeta_check
4115;yellow;2013-10-11;IT-532;pipeta_check
4116;yellow;2013-10-11;IT-532;pipeta_check
4117;yellow;2013-10-11;IT-532;pipeta_check
4118;yellow;2013-10-11;IT-532;pipeta_check
4119;yellow;2013-10-11;IT-532;pipeta_check
4120;yellow;2013-10-11;IT-532;pipeta_check
4121;yellow;2013-10-11;IT-532;pipeta_check
4122;yellow;2013-10-11;IT-532;pipeta_check
4123;yellow;2013-10-11;IT-532;pipeta_check
4124;yellow;2013-10-11;IT-532;pipeta_check
4125;yellow;2013-10-15;IT-532;pipeta_retirado
4126;yellow;2013-10-15;IT-532;pipeta_estrella
4127;yellow;2013-10-15;IT-532;pipeta_estrella
4128;yellow;2013-10-16;IT-532;pipeta_estrella
4129;yellow;2013-10-24;IT-515;pipeta_check
4130;yellow;2013-10-24;IT-515;pipeta_check
4131;yellow;2013-10-24;IT-532;pipeta_check
4132;yellow;2013-10-24;IT-532;pipeta_check
4133;yellow;2013-10-24;IT-532;pipeta_check
4134;yellow;2013-10-24;IT-532;pipeta_check
4135;yellow;2013-10-24;IT-532;pipeta_check
4136;yellow;2013-10-24;IT-532;pipeta_check
4137;yellow;2013-10-24;IT-515;pipeta_check
4138;yellow;2013-10-25;IT-515;pipeta_check
4139;yellow;2013-10-25;IT-515;pipeta_check
4140;yellow;2013-10-25;IT-532;pipeta_check
4141;yellow;2013-10-25;IT-532;pipeta_check
4142;yellow;2013-10-25;IT-532;pipeta_check
4143;yellow;2013-10-29;IT-515;pipeta_check
4144;yellow;2013-10-29;IT-515;pipeta_check
4145;yellow;2013-10-29;IT-532;pipeta_check
4146;yellow;2013-10-29;IT-532;pipeta_check
4147;yellow;2013-10-29;IT-532;pipeta_check
4148;yellow;2013-10-29;IT-532;pipeta_check
4149;yellow;2013-10-29;IT-532;pipeta_check
4150;yellow;2013-10-29;IT-532;pipeta_check
4151;yellow;2015-04-27;IT-532;pipeta_estrella
4152;yellow;2015-04-27;IT-532;pipeta_estrella
4153;yellow;2015-05-11;IT-532;pipeta_estrella
4154;yellow;2015-05-11;IT-532;pipeta_estrella
4155;yellow;2015-05-11;IT-532;pipeta_estrella
4156;yellow;2015-05-11;IT-532;pipeta_estrella
4157;yellow;2015-05-11;IT-532;pipeta_estrella
4158;yellow;2015-05-11;IT-532;pipeta_estrella
4159;yellow;2015-05-11;IT-532;pipeta_estrella
4160;yellow;2015-05-11;IT-532;pipeta_estrella
4161;yellow;2015-05-11;IT-532;pipeta_estrella
4162;yellow;2015-05-25;IT-532;pipeta_estrella
4163;yellow;2015-05-25;IT-532;pipeta_estrella
4164;yellow;2015-05-25;IT-532;pipeta_estrella
4165;yellow;2015-05-25;IT-532;pipeta_estrella
4166;yellow;2015-06-09;IT-532;pipeta_estrella
4167;yellow;2015-06-09;IT-532;pipeta_estrella
4168;yellow;2015-06-09;IT-532;pipeta_estrella
4169;yellow;2015-06-15;IT-515;pipeta_check
4170;yellow;2015-06-15;IT-532;pipeta_check
4171;yellow;2015-06-15;IT-532;pipeta_check
4172;yellow;2015-06-15;IT-532;pipeta_check
4173;yellow;2015-06-15;IT-532;pipeta_estrella
4174;yellow;2015-06-15;IT-532;pipeta_estrella
4175;yellow;2015-06-15;IT-532;pipeta_estrella
4176;yellow;2015-06-15;IT-532;pipeta_estrella
4177;yellow;2015-06-29;IT-515;pipeta_check
4178;yellow;2015-06-29;IT-515;pipeta_check
4179;yellow;2015-07-15;IT-515;pipeta_check
4180;yellow;2015-07-15;IT-532;pipeta_check
4181;yellow;2015-07-15;IT-532;pipeta_check
4182;yellow;2015-07-16;IT-515;pipeta_estrella
4183;yellow;2015-07-16;IT-532;pipeta_estrella
4184;yellow;2015-07-17;IT-515;pipeta_check
4185;yellow;2015-07-17;IT-532;pipeta_check
4186;yellow;2015-07-17;IT-532;pipeta_check
4187;yellow;2015-07-17;IT-515;pipeta_check
4188;yellow;2015-07-17;IT-515;pipeta_check
4189;yellow;2015-07-17;IT-532;pipeta_check
4190;yellow;2015-07-17;IT-532;pipeta_check
4191;yellow;2015-07-17;IT-532;pipeta_check
4192;yellow;2015-07-20;IT-515;pipeta_estrella
4193;yellow;2015-07-20;IT-532;pipeta_estrella
4194;yellow;2015-07-20;IT-532;pipeta_estrella
4195;yellow;2015-07-21;IT-532;pipeta_estrella
4196;yellow;2015-07-21;IT-532;pipeta_estrella
4197;yellow;2015-07-21;IT-532;pipeta_estrella
4198;yellow;2015-07-21;IT-532;pipeta_estrella
4199;yellow;2015-08-13;IT-532;pipeta_estrella
4200;yellow;2015-08-13;IT-532;pipeta_estrella
4201;yellow;2015-08-13;IT-532;pipeta_estrella
4202;yellow;2015-08-13;IT-532;pipeta_estrella
4203;yellow;2015-08-20;IT-515;pipeta_check
4204;yellow;2015-08-20;IT-515;pipeta_check
4205;yellow;2015-08-20;IT-532;pipeta_check
4206;yellow;2015-08-20;IT-532;pipeta_check
4207;yellow;2015-08-20;IT-532;pipeta_check
4208;yellow;2015-08-20;IT-532;pipeta_check
4209;yellow;2015-08-20;IT-532;pipeta_check
4210;yellow;2015-08-20;IT-532;pipeta_check
4211;yellow;2015-08-24;IT-532;pipeta_check
4212;yellow;2015-08-24;IT-532;pipeta_check
4213;yellow;2015-08-24;IT-532;pipeta_check
4214;yellow;2015-08-24;IT-532;pipeta_check
4215;yellow;2015-08-24;IT-532;pipeta_check
4216;yellow;2015-08-24;IT-532;pipeta_check
4217;yellow;2015-08-27;IT-515;pipeta_check
4218;yellow;2015-08-27;IT-515;pipeta_check
4219;yellow;2015-08-27;IT-532;pipeta_retirado
4220;yellow;2015-08-27;IT-532;pipeta_retirado
4221;yellow;2015-08-27;IT-532;pipeta_retirado
4222;yellow;2015-08-27;IT-532;pipeta_check
4223;yellow;2015-08-27;IT-532;pipeta_check
4224;yellow;2015-08-27;IT-532;pipeta_check
4225;yellow;2015-08-27;IT-532;pipeta_check
4226;yellow;2015-08-27;IT-532;pipeta_check
4227;yellow;2015-08-27;IT-532;pipeta_check
4228;yellow;2015-09-17;IT-532;pipeta_estrella
4229;yellow;2015-09-17;IT-532;pipeta_estrella
4230;yellow;2015-09-17;IT-532;pipeta_estrella
4231;yellow;2015-09-17;IT-532;pipeta_estrella
4232;yellow;2015-09-28;IT-532;pipeta_check
4233;yellow;2015-09-28;IT-532;pipeta_check
4234;yellow;2015-09-28;IT-532;pipeta_check
4235;yellow;2015-09-28;IT-532;pipeta_check
4236;yellow;2015-09-28;IT-532;pipeta_check
4237;yellow;2015-09-28;IT-532;pipeta_check
4238;yellow;2015-09-29;IT-532;pipeta_check
4239;yellow;2015-09-30;IT-532;pipeta_check
4240;yellow;2015-09-30;IT-532;pipeta_check
4241;yellow;2015-09-30;IT-532;pipeta_check
4242;yellow;2015-10-02;IT-532;pipeta_check
4243;yellow;2015-10-02;IT-532;pipeta_check
4244;yellow;2015-10-02;IT-532;pipeta_check
4245;yellow;2015-10-07;IT-532;pipeta_check
4246;yellow;2015-10-07;IT-532;pipeta_check
4247;yellow;2015-10-07;IT-532;pipeta_check
4248;yellow;2015-10-08;IT-532;pipeta_check
4249;yellow;2015-10-08;IT-532;pipeta_check
4250;yellow;2015-10-08;IT-532;pipeta_check
4251;yellow;2015-10-09;IT-532;pipeta_check
4252;yellow;2015-10-09;IT-532;pipeta_check
4253;yellow;2015-10-09;IT-532;pipeta_check
4254;yellow;2015-10-14;IT-532;pipeta_estrella
4255;yellow;2015-10-14;IT-532;pipeta_estrella
4256;yellow;2015-10-14;IT-532;pipeta_estrella
4257;yellow;2015-10-14;IT-532;pipeta_estrella
4258;yellow;2015-10-23;IT-515;pipeta_check
4259;yellow;2015-10-23;IT-532;pipeta_check
4260;yellow;2015-10-23;IT-532;pipeta_check
4261;yellow;2015-10-23;IT-532;pipeta_check
4262;yellow;2015-10-27;IT-515;pipeta_check
4263;yellow;2015-10-27;IT-532;pipeta_check
4264;yellow;2015-10-27;IT-532;pipeta_check
4265;yellow;2015-10-27;IT-532;pipeta_check
4266;yellow;2015-10-27;IT-515;pipeta_check
4267;yellow;2015-10-27;IT-532;pipeta_check
4268;yellow;2015-10-27;IT-532;pipeta_check
4269;yellow;2015-10-27;IT-532;pipeta_check
4270;yellow;2015-10-28;IT-515;pipeta_check
4271;yellow;2015-10-28;IT-532;pipeta_check
4272;yellow;2015-10-28;IT-532;pipeta_check
4273;yellow;2015-10-28;IT-532;pipeta_check
4274;yellow;2015-10-30;IT-515;pipeta_estrella
4275;yellow;2015-10-30;IT-532;pipeta_estrella
4276;yellow;2015-10-30;IT-532;pipeta_estrella
4277;yellow;2015-10-30;IT-532;pipeta_estrella
4278;yellow;2015-11-02;IT-515;pipeta_check
4279;yellow;2015-11-02;IT-515;pipeta_check
4280;yellow;2015-11-02;IT-532;pipeta_check
4281;yellow;2015-11-02;IT-532;pipeta_check
4282;yellow;2015-11-02;IT-532;pipeta_check
4283;yellow;2015-11-02;IT-532;pipeta_check
4284;yellow;2015-11-02;IT-532;pipeta_check
4285;yellow;2015-11-02;IT-532;pipeta_check
4286;yellow;2015-11-03;IT-515;pipeta_check
4287;yellow;2015-11-03;IT-532;pipeta_check
4288;yellow;2015-11-03;IT-532;pipeta_check
4289;yellow;2015-11-03;IT-532;pipeta_check
4290;yellow;2015-11-05;IT-532;pipeta_estrella
4291;yellow;2015-11-05;IT-532;pipeta_estrella
4292;yellow;2015-11-05;IT-532;pipeta_estrella
4293;yellow;2015-11-05;IT-532;pipeta_estrella
4294;yellow;2015-11-06;IT-515;pipeta_check
4295;yellow;2015-11-06;IT-532;pipeta_check
4296;yellow;2015-11-06;IT-532;pipeta_check
4297;yellow;2015-11-06;IT-532;pipeta_check
4298;yellow;2015-11-10;IT-515;pipeta_estrella
4299;yellow;2015-11-10;IT-515;pipeta_estrella
4300;yellow;2015-11-10;IT-515;pipeta_estrella
4301;yellow;2015-11-11;IT-532;pipeta_check
4302;yellow;2015-11-11;IT-532;pipeta_check
4303;yellow;2015-11-11;IT-532;pipeta_check
4304;yellow;2015-11-11;IT-532;pipeta_estrella
4305;yellow;2015-11-11;IT-532;pipeta_estrella
4306;yellow;2015-11-11;IT-532;pipeta_estrella
4307;yellow;2015-11-12;IT-532;pipeta_check
4308;yellow;2015-11-12;IT-532;pipeta_check
4309;yellow;2015-11-12;IT-532;pipeta_check
4310;yellow;2015-11-13;IT-532;pipeta_check
4311;yellow;2015-11-13;IT-532;pipeta_check
4312;yellow;2015-11-13;IT-532;pipeta_check
4313;yellow;2015-11-16;IT-515;pipeta_check
4314;yellow;2015-11-16;IT-532;pipeta_retirado
4315;yellow;2015-11-16;IT-532;pipeta_retirado
4316;yellow;2015-11-16;IT-532;pipeta_retirado
4317;yellow;2015-11-17;IT-515;pipeta_check
4318;yellow;2015-11-17;IT-532;pipeta_check
4319;yellow;2015-11-17;IT-532;pipeta_check
4320;yellow;2015-11-17;IT-532;pipeta_check
4321;yellow;2015-11-18;IT-515;pipeta_check
4322;yellow;2015-11-18;IT-515;pipeta_check
4323;yellow;2015-11-18;IT-532;pipeta_check
4324;yellow;2015-11-18;IT-532;pipeta_check
4325;yellow;2015-11-18;IT-532;pipeta_check
4326;yellow;2015-11-18;IT-532;pipeta_check
4327;yellow;2015-11-18;IT-532;pipeta_check
4328;yellow;2015-11-18;IT-532;pipeta_check
4329;yellow;2015-11-19;IT-515;pipeta_check
4330;yellow;2015-11-19;IT-532;pipeta_check
4331;yellow;2015-11-19;IT-532;pipeta_check
4332;yellow;2015-11-19;IT-532;pipeta_check
4333;yellow;2015-11-20;IT-515;pipeta_check
4334;yellow;2015-11-20;IT-532;pipeta_check
4335;yellow;2015-11-20;IT-532;pipeta_check
4336;yellow;2015-11-20;IT-532;pipeta_check
4337;yellow;2015-11-23;IT-515;pipeta_check
4338;yellow;2015-11-23;IT-515;pipeta_check
4339;yellow;2015-11-23;IT-532;pipeta_check
4340;yellow;2015-11-23;IT-532;pipeta_check
4341;yellow;2015-11-23;IT-532;pipeta_check
4342;yellow;2015-11-23;IT-532;pipeta_check
4343;yellow;2015-11-23;IT-532;pipeta_check
4344;yellow;2015-11-23;IT-532;pipeta_check
4345;yellow;2015-11-23;IT-515;pipeta_check
4346;yellow;2015-11-24;IT-515;pipeta_check
4347;yellow;2015-11-24;IT-532;pipeta_check
4348;yellow;2015-11-24;IT-532;pipeta_check
4349;yellow;2015-11-24;IT-532;pipeta_check
4350;yellow;2015-11-25;IT-515;pipeta_check
4351;yellow;2015-11-25;IT-532;pipeta_check
4352;yellow;2015-11-25;IT-532;pipeta_check
4353;yellow;2015-11-25;IT-532;pipeta_check
4354;yellow;2015-12-14;IT-532;pipeta_estrella
4355;yellow;2015-12-14;IT-532;pipeta_estrella
4356;yellow;2015-12-14;IT-532;pipeta_estrella
4357;yellow;2016-02-19;IT-532;pipeta_estrella
4358;yellow;2016-02-19;IT-532;pipeta_estrella
4359;yellow;2016-02-19;IT-532;pipeta_estrella
4360;yellow;2016-02-19;IT-532;pipeta_estrella
4361;yellow;2016-03-03;IT-515;pipeta_check
4362;yellow;2016-03-03;IT-532;pipeta_check
4363;yellow;2016-03-03;IT-532;pipeta_check
4364;yellow;2016-03-03;IT-532;pipeta_check
4365;yellow;2016-03-04;IT-515;pipeta_check
4366;yellow;2016-03-04;IT-532;pipeta_check
4367;yellow;2016-03-04;IT-532;pipeta_check
4368;yellow;2016-03-04;IT-532;pipeta_check
4369;yellow;2016-03-04;IT-515;pipeta_check
4370;yellow;2016-03-04;IT-532;pipeta_check
4371;yellow;2016-03-04;IT-532;pipeta_check
4372;yellow;2016-03-04;IT-532;pipeta_check
4373;yellow;2016-03-04;IT-515;pipeta_check
4374;yellow;2016-03-07;IT-515;pipeta_check
4375;yellow;2016-03-07;IT-515;pipeta_check
4376;yellow;2016-03-07;IT-532;pipeta_check
4377;yellow;2016-03-07;IT-532;pipeta_check
4378;yellow;2016-03-07;IT-532;pipeta_check
4379;yellow;2016-03-07;IT-532;pipeta_check
4380;yellow;2016-03-07;IT-532;pipeta_check
4381;yellow;2016-03-07;IT-532;pipeta_check
4382;yellow;2016-03-07;IT-515;pipeta_check
4383;yellow;2016-03-07;IT-532;pipeta_check
4384;yellow;2016-03-07;IT-532;pipeta_check
4385;yellow;2016-03-07;IT-532;pipeta_check
4386;yellow;2016-03-08;IT-515;pipeta_check
4387;yellow;2016-03-08;IT-515;pipeta_check
4388;yellow;2016-03-08;IT-532;pipeta_check
4389;yellow;2016-03-08;IT-532;pipeta_check
4390;yellow;2016-03-08;IT-532;pipeta_check
4391;yellow;2016-03-09;IT-515;pipeta_check
4392;yellow;2016-03-10;IT-515;pipeta_check
4393;yellow;2016-03-10;IT-532;pipeta_check
4394;yellow;2016-03-10;IT-532;pipeta_check
4395;yellow;2016-03-10;IT-532;pipeta_check
4396;yellow;2016-03-15;IT-515;pipeta_check
4397;yellow;2016-03-15;IT-515;pipeta_check
4398;yellow;2016-03-15;IT-532;pipeta_check
4399;yellow;2016-03-15;IT-532;pipeta_check
4400;yellow;2016-03-15;IT-532;pipeta_check
4401;yellow;2016-03-16;IT-515;pipeta_check
4402;yellow;2016-03-16;IT-532;pipeta_check
4403;yellow;2016-03-16;IT-532;pipeta_check
4404;yellow;2016-03-16;IT-532;pipeta_check
4405;yellow;2016-03-17;IT-515;pipeta_check
4406;yellow;2016-03-17;IT-515;pipeta_check
4407;yellow;2016-03-17;IT-532;pipeta_check
4408;yellow;2016-03-17;IT-532;pipeta_check
4409;yellow;2016-03-17;IT-532;pipeta_check
4410;yellow;2016-03-17;IT-532;pipeta_check
4411;yellow;2016-03-17;IT-532;pipeta_check
4412;yellow;2016-03-17;IT-532;pipeta_check
4413;yellow;2016-03-18;IT-515;pipeta_check
4414;yellow;2016-03-18;IT-515;pipeta_check
4415;yellow;2016-03-18;IT-532;pipeta_check
4416;yellow;2016-03-18;IT-532;pipeta_check
4417;yellow;2016-03-18;IT-532;pipeta_check
4418;yellow;2016-03-18;IT-532;pipeta_check
4419;yellow;2016-03-18;IT-532;pipeta_check
4420;yellow;2016-03-18;IT-532;pipeta_check
4421;yellow;2016-04-04;IT-532;pipeta_estrella
4422;yellow;2016-04-04;IT-532;pipeta_estrella
4423;yellow;2016-04-04;IT-532;pipeta_estrella
4424;yellow;2016-04-04;IT-532;pipeta_estrella
4425;yellow;2016-04-14;IT-532;pipeta_estrella
4426;yellow;2016-04-14;IT-532;pipeta_estrella
4427;yellow;2016-04-14;IT-532;pipeta_estrella
4428;yellow;2016-04-14;IT-532;pipeta_estrella
4429;yellow;2016-04-25;IT-515;pipeta_check
4430;yellow;2016-04-25;IT-515;pipeta_check
4431;yellow;2016-05-10;IT-532;pipeta_estrella
4432;yellow;2016-05-10;IT-532;pipeta_estrella
4433;yellow;2016-05-10;IT-532;pipeta_estrella
4434;yellow;2016-05-10;IT-532;pipeta_estrella
4435;yellow;2016-05-18;IT-515;pipeta_check
4436;yellow;2016-05-18;IT-515;pipeta_check
4437;yellow;2016-05-18;IT-532;pipeta_check
4438;yellow;2016-05-18;IT-532;pipeta_check
4439;yellow;2016-05-18;IT-532;pipeta_check
4440;yellow;2016-05-18;IT-532;pipeta_check
4441;yellow;2016-05-18;IT-532;pipeta_check
4442;yellow;2016-05-18;IT-532;pipeta_check
4443;yellow;2016-06-07;IT-515;pipeta_check
4444;yellow;2016-06-07;IT-515;pipeta_check
4445;yellow;2016-06-07;IT-532;pipeta_check
4446;yellow;2016-06-07;IT-532;pipeta_check
4447;yellow;2016-06-07;IT-532;pipeta_check
4448;yellow;2016-06-07;IT-532;pipeta_check
4449;green;2007-09-28;IT-532;pipeta_estrella
4450;green;2007-09-27;IT-532;pipeta_estrella
4451;green;2007-09-28;IT-532;pipeta_estrella
4452;green;2007-09-28;IT-532;pipeta_estrella
4453;green;2007-09-28;IT-532;pipeta_estrella
4454;green;2007-09-26;IT-532;pipeta_estrella
4455;green;2007-09-26;IT-532;pipeta_estrella
4456;green;2007-10-05;IT-515;pipeta_estrella
4457;green;2007-10-08;IT-532;pipeta_estrella
4458;green;2007-10-08;IT-532;pipeta_estrella
4459;green;2007-10-08;IT-532;pipeta_estrella
4460;green;2007-10-08;IT-532;pipeta_estrella
4461;green;2007-10-08;IT-532;pipeta_estrella
4462;green;2007-10-08;IT-532;pipeta_estrella
4463;green;2007-10-08;IT-532;pipeta_estrella
4464;green;2007-10-08;IT-532;pipeta_estrella
4465;green;2007-10-08;IT-532;pipeta_estrella
4466;green;2007-10-08;IT-532;pipeta_estrella
4467;green;2007-10-08;IT-532;pipeta_estrella
4468;green;2007-10-08;IT-532;pipeta_estrella
4469;green;2007-10-08;IT-532;pipeta_estrella
4470;green;2007-10-08;IT-532;pipeta_estrella
4471;green;2007-10-08;IT-532;pipeta_estrella
4472;green;2007-10-08;IT-532;pipeta_estrella
4473;green;2007-10-08;IT-532;pipeta_estrella
4474;green;2007-10-08;IT-532;pipeta_estrella
4475;green;2007-10-09;IT-532;pipeta_estrella
4476;green;2007-10-08;IT-532;pipeta_estrella
4477;green;2007-10-24;IT-532;pipeta_retirado
4478;green;2007-10-24;IT-532;pipeta_retirado
4479;green;2007-10-24;IT-532;pipeta_retirado
4480;green;2007-10-10;IT-532;pipeta_estrella
4481;green;2007-10-18;IT-515;pipeta_estrella
4482;green;2007-10-18;IT-532;pipeta_estrella
4483;green;2007-10-18;IT-532;pipeta_estrella
4484;green;2007-10-31;IT-515;pipeta_estrella
4485;green;2007-10-22;IT-532;pipeta_retirado
4486;green;2007-10-22;IT-532;pipeta_retirado
4487;green;2007-10-22;IT-532;pipeta_estrella
4488;green;2007-10-30;IT-532;pipeta_estrella
4489;green;2007-10-26;IT-515;pipeta_estrella
4490;green;2007-10-31;IT-515;pipeta_estrella
4491;green;2007-10-31;IT-515;pipeta_estrella
4492;green;2007-10-26;IT-532;pipeta_estrella
4493;green;2007-10-26;IT-532;pipeta_estrella
4494;green;2007-10-26;IT-532;pipeta_estrella
4495;green;2007-10-26;IT-532;pipeta_estrella
4496;green;2007-10-26;IT-532;pipeta_estrella
4497;green;2007-10-26;IT-532;pipeta_estrella
4498;green;2007-10-26;IT-532;pipeta_estrella
4499;green;2007-11-01;IT-532;pipeta_estrella
4500;green;2007-11-05;IT-532;pipeta_estrella
4501;green;2007-11-05;IT-532;pipeta_estrella
4502;green;2007-11-05;IT-532;pipeta_estrella
4503;green;2007-11-02;IT-515;pipeta_estrella
4504;green;2007-11-06;IT-515;pipeta_estrella
4505;green;2007-11-07;IT-515;pipeta_estrella
4506;green;2007-11-07;IT-515;pipeta_estrella
4507;green;2007-11-20;IT-515;pipeta_estrella
4508;green;2007-11-22;IT-515;pipeta_estrella
4509;green;2007-11-20;IT-515;pipeta_estrella
4510;green;2007-11-20;IT-515;pipeta_estrella
4511;green;2007-11-19;IT-532;pipeta_estrella
4512;green;2007-11-20;IT-515;pipeta_estrella
4513;green;2007-11-23;IT-515;pipeta_estrella
4514;green;2007-12-04;IT-515;pipeta_estrella
4515;green;2007-11-28;IT-532;pipeta_estrella
4516;green;2007-11-28;IT-532;pipeta_estrella
4517;green;2007-12-04;IT-532;pipeta_estrella
4518;green;2007-12-04;IT-532;pipeta_estrella
4519;green;2007-12-04;IT-532;pipeta_estrella
4520;green;2007-11-28;IT-532;pipeta_estrella
4521;green;2007-11-29;IT-532;pipeta_estrella
4522;green;2007-11-28;IT-532;pipeta_estrella
4523;green;2007-11-29;IT-532;pipeta_estrella
4524;green;2007-12-19;IT-515;pipeta_estrella
4525;green;2007-12-17;IT-515;pipeta_estrella
4526;green;2008-01-03;IT-532;pipeta_estrella
4527;green;2008-01-04;IT-532;pipeta_estrella
4528;green;2008-01-04;IT-532;pipeta_estrella
4529;green;2008-01-04;IT-532;pipeta_estrella
4530;green;2008-01-09;IT-532;pipeta_estrella
4531;green;2008-01-07;IT-532;pipeta_estrella
4532;green;2008-01-07;IT-532;pipeta_estrella
4533;green;2008-01-09;IT-532;pipeta_estrella
4534;green;2008-01-08;IT-532;pipeta_retirado
4535;green;2008-01-08;IT-532;pipeta_retirado
4536;green;2008-01-08;IT-532;pipeta_retirado
4537;green;2008-01-08;IT-532;pipeta_retirado
4538;green;2008-01-08;IT-532;pipeta_retirado
4539;green;2008-01-08;IT-532;pipeta_retirado
4540;green;2008-01-08;IT-532;pipeta_retirado
4541;green;2008-01-08;IT-532;pipeta_retirado
4542;green;2008-01-08;IT-532;pipeta_retirado
4543;green;2008-01-08;IT-532;pipeta_retirado
4544;green;2008-01-08;IT-532;pipeta_retirado
4545;green;2008-01-08;IT-532;pipeta_retirado
4546;green;2008-01-14;IT-515;pipeta_estrella
4547;green;2008-01-16;IT-515;pipeta_check
4548;green;2008-01-14;IT-515;pipeta_estrella
4549;green;2008-01-16;IT-515;pipeta_estrella
4550;green;2008-01-16;IT-515;pipeta_estrella
4551;green;2008-01-16;IT-515;pipeta_estrella
4552;green;2008-01-17;IT-515;pipeta_estrella
4553;green;2008-01-17;IT-515;pipeta_estrella
4554;green;2008-01-18;IT-515;pipeta_estrella
4555;green;2008-01-21;IT-515;pipeta_estrella
4556;green;2008-01-21;IT-515;pipeta_estrella
4557;green;2008-01-22;IT-532;pipeta_estrella
4558;green;2008-01-22;IT-532;pipeta_estrella
4559;green;2008-01-22;IT-532;pipeta_estrella
4560;green;2008-01-22;IT-532;pipeta_estrella
4561;green;2008-01-22;IT-532;pipeta_estrella
4562;green;2008-01-22;IT-532;pipeta_estrella
4563;green;2008-01-24;IT-515;pipeta_estrella
4564;green;2008-01-24;IT-515;pipeta_estrella
4565;green;2008-01-24;IT-515;pipeta_estrella
4566;green;2008-01-24;IT-532;pipeta_estrella
4567;green;2008-01-24;IT-532;pipeta_estrella
4568;green;2008-01-29;IT-515;pipeta_estrella
4569;green;2008-01-29;IT-532;pipeta_estrella
4570;green;2008-01-29;IT-532;pipeta_estrella
4571;green;2008-01-29;IT-532;pipeta_estrella
4572;green;2008-01-29;IT-532;pipeta_estrella
4573;green;2008-01-29;IT-532;pipeta_estrella
4574;green;2008-01-29;IT-532;pipeta_estrella
4575;green;2008-01-29;IT-532;pipeta_estrella
4576;green;2008-01-29;IT-532;pipeta_estrella
4577;green;2008-01-30;IT-515;pipeta_estrella
4578;green;2008-01-30;IT-515;pipeta_estrella
4579;green;2008-01-30;IT-515;pipeta_estrella
4580;green;2008-01-31;IT-532;pipeta_estrella
4581;green;2008-01-31;IT-532;pipeta_estrella
4582;green;2008-01-31;IT-532;pipeta_estrella
4583;green;2008-01-30;IT-532;pipeta_retirado
4584;green;2008-01-31;IT-532;pipeta_estrella
4585;green;2008-01-31;IT-532;pipeta_estrella
4586;green;2008-01-31;IT-532;pipeta_estrella
4587;green;2008-01-31;IT-532;pipeta_estrella
4588;green;2008-01-31;IT-532;pipeta_estrella
4589;green;2008-01-31;IT-532;pipeta_estrella
4590;green;2008-02-11;IT-515;pipeta_estrella
4591;green;2008-02-12;IT-515;pipeta_estrella
4592;green;2008-02-12;IT-515;pipeta_estrella
4593;green;2008-02-11;IT-532;pipeta_estrella
4594;green;2008-02-11;IT-532;pipeta_estrella
4595;green;2008-02-11;IT-532;pipeta_estrella
4596;green;2008-02-11;IT-532;pipeta_estrella
4597;green;2008-02-11;IT-532;pipeta_estrella
4598;green;2008-02-21;IT-515;pipeta_estrella
4599;green;2008-02-13;IT-532;pipeta_estrella
4600;green;2008-02-13;IT-532;pipeta_estrella
4601;green;2008-02-13;IT-532;pipeta_estrella
4602;green;2008-02-13;IT-532;pipeta_estrella
4603;green;2008-02-13;IT-532;pipeta_estrella
4604;green;2008-02-13;IT-532;pipeta_estrella
4605;green;2008-02-13;IT-532;pipeta_estrella
4606;green;2008-02-19;IT-515;pipeta_estrella
4607;green;2008-02-19;IT-515;pipeta_estrella
4608;green;2008-02-15;IT-532;pipeta_estrella
4609;green;2008-02-15;IT-532;pipeta_estrella
4610;green;2008-02-15;IT-532;pipeta_estrella
4611;green;2008-02-15;IT-532;pipeta_estrella
4612;green;2008-02-19;IT-515;pipeta_estrella
4613;green;2008-02-19;IT-515;pipeta_estrella
4614;green;2008-02-29;IT-532;pipeta_estrella
4615;green;2008-02-26;IT-532;pipeta_estrella
4616;green;2008-02-21;IT-515;pipeta_estrella
4617;green;2008-02-22;IT-515;pipeta_estrella
4618;green;2008-02-21;IT-515;pipeta_estrella
4619;green;2008-02-21;IT-515;pipeta_estrella
4620;green;2008-02-22;IT-515;pipeta_estrella
4621;green;2008-02-21;IT-515;pipeta_estrella
4622;green;2008-02-29;IT-532;pipeta_estrella
4623;green;2008-02-29;IT-532;pipeta_estrella
4624;green;2008-02-29;IT-532;pipeta_estrella
4625;green;2008-02-29;IT-532;pipeta_estrella
4626;green;2008-03-25;IT-532;pipeta_retirado
4627;green;2008-03-25;IT-532;pipeta_retirado
4628;green;2008-02-29;IT-532;pipeta_estrella
4629;green;2008-02-29;IT-532;pipeta_estrella
4630;green;2008-02-26;IT-532;pipeta_estrella
4631;green;2008-02-29;IT-532;pipeta_estrella
4632;green;2008-02-29;IT-532;pipeta_estrella
